EntryID,Location,SKU_Code,BatchNo,ExpiryDate,UnitType,QtyPerCtn,TotalQty,Comments,DateAdded,LastUpdated
111111,A-11-2,FBN312,YS,10/2026,PCS,45,"1,261",,12/10/2025,
111112,A-17-2,FBN15,67,02/2025,PCS,78,696,,12/10/2025,
111113,A-18-2,RBN73,ZM,01/2028,PCS,132,"7,260",,12/10/2025,
111114,A-19-2,FBN05/V2,07312323275,12/2026,PCS,30,"1,650",,12/10/2025,
111115,A-21-2,WH404,FH,12/2027,PCS,132,"7,260",,12/10/2025,
111116,A-23-2,FBN315,20511324012,11/2027,PCS,45,"1,994",,12/10/2025,
111117,A-24-2,FBN303,4K11,11/2027,PCS,81,"2,268",,12/10/2025,
111118,A-24-2,TWH401,LC,09/2028,PCS,400,"4,372",,12/10/2025,
111119,A-25-1,FBN302,4L2,12/2027,PCS,,"3,666",,12/10/2025,
111120,A-26-1,FBN61,YW,11/2026,PCS,132,"9,672",,12/10/2025,
111121,A-27-1,FBN22,SQ,01/2026,PCS,,390,,12/10/2025,
111122,A-28-1,FBN93,EU,11/2026,PCS,,624,,12/10/2025,
111123,A-28-2,FBN312,YE,09/2026,PCS,45,"1,215",,12/10/2025,
111124,A-31-2,FBN315,23204424212,04/2027,PCS,45,"2,475",,12/10/2025,
111125,A-33-3,FBN312,YE,09/2026,PCS,45,"1,260",,12/10/2025,
111126,A-34-2,FBN311,28011424425,11/2027,PCS,30,"1,650",,12/10/2025,
111127,A-35-2,FBN311,03312024525,12/2027,PCS,30,902,,12/10/2025,
111128,A-36-2,FBN311,03312024525,12/2027,PCS,30,"1,650",,12/10/2025,
111129,A-37-2,FBN77,FR,01/2028,PCS,132,"7,260",,12/10/2025,
111130,B-15-1,WH401,FE,12/2027,PCS,132,"5,820",,12/10/2025,
111131,B-16-1,WH402,BB,07/2027,PCS,132,48,,12/10/2025,
111132,B-16-1,WH402,FF,12/2027,PCS,132,"1,356",,12/10/2025,
111133,B-16-2,WH402,FF,12/2027,PCS,132,"7,260",,12/10/2025,
111134,B-17-1,WH403,BC,07/2027,PCS,132,264,,12/10/2025,
111135,B-17-1,WH403,FG,12/2027,PCS,132,"4,692",,12/10/2025,
111136,B-17-2,WH403,FG,12/2027,PCS,132,"7,260",,12/10/2025,
111137,B-18-1,WH404,FH,12/2027,PCS,132,"1,092",,12/10/2025,
111138,B-18-2,WH404,FH,12/2027,PCS,132,"7,260",,12/10/2025,
111139,B-19-1,PROMOBN32,28022532,10/2027,PCS,,67,,12/10/2025,
111140,B-21-1,PROMOGD10,28112410,05/2027,PCS,,68,,12/10/2025,
111141,B-22-1,PROMONS02,29112402,02/2027,PCS,,89,,12/10/2025,
111142,B-23-1,FBN306,17202325326,02/2028,PCS,,"1,566",,12/10/2025,
111143,B-24-1,FBN703,22407424012,07/2027,PCS,,984,,12/10/2025,
111144,B-24-1,FBN703,27402124312,02/2027,PCS,,27,,12/10/2025,
111145,B-26-1,FBN701,22302324211,02/2027,PCS,,88,,12/10/2025,
111146,B-26-2,FBN701,22302324211,02/2027,PCS,12,"1,440",,12/10/2025,
111147,B-27-1,FBN318,46,01/2027,PCS,,"2,481",,12/10/2025,
111148,B-30-1,FBN67,EC,11/2027,PCS,,"3,792",,12/10/2025,
111149,B-31-1,BN2405,1208242405,08/2027,PCS,12,24,,12/10/2025,
111150,B-31-1,BN302,3L7,12/2026,PCS,90,121,,12/10/2025,
111151,B-31-1,BN302,5a4,01/2028,PCS,90,45,,12/10/2025,
111152,B-31-1,BN314,1210232421,02/2027,PCS,126,123,,12/10/2025,
111153,B-31-1,BN408,2K4,11/2025,PCS,,45,,12/10/2025,
111154,B-31-1,BN506X12,4K4,11/2027,PCS,12,28,,12/10/2025,
111155,B-31-1,GC01/V2,06101525206,01/2028,PCS,126,51,,12/10/2025,
111156,B-31-1,GC04/V2,4B1,02/2027,PCS,80,80,,12/10/2025,
111157,B-31-1,GC07,30401024409,01/2027,PCS,42,35,,12/10/2025,
111158,B-31-1,NMH2102,25411024444,11/2027,PCS,48,28,,12/10/2025,
111159,B-31-1,NS2205,3K6,11/2026,PCS,16,32,,12/10/2025,
111160,B-31-1,NS2208,24402125308,02/2028,PCS,16,32,,12/10/2025,
111161,B-31-2,WH401,BE,07/2027,PCS,132,"1,980",,12/10/2025,
111162,B-32-1,BN311,11207624025,07/2027,PCS,35,33,,12/10/2025,
111163,B-32-1,BN314,14401425021,01/2028,PCS,126,42,,12/10/2025,
111164,B-32-1,BN502,ID,01/2027,PCS,216,56,,12/10/2025,
111165,B-32-1,GC01/V2,05511324006,11/2027,PCS,126,98,,12/10/2025,
111166,B-32-1,GC01/V2,13109724006,09/2027,PCS,126,40,,12/10/2025,
111167,B-32-1,GC04/V2,4B1,02/2027,PCS,80,165,,12/10/2025,
111168,B-32-1,NMH2101,16309324240,09/2027,PCS,48,79,,12/10/2025,
111169,B-32-1,NMH2102,25411024444,11/2027,PCS,48,48,,12/10/2025,
111170,B-32-1,NS2005,14802025009,02/2030,PCS,50,84,,12/10/2025,
111171,B-32-1,NS2028,FM,12/2027,PCS,36,30,,12/10/2025,
111172,B-32-1,TBN81,AN,05/2029,PCS,400,166,,12/10/2025,
111173,B-32-2,FBN316,13712124018,12/2027,PCS,12,"2,664",,12/10/2025,
111174,B-32-2,WH402,BB,07/2027,PCS,132,"1,980",,12/10/2025,
111175,C-15-2,WH401,BE,07/2027,PCS,132,"1,980",,12/10/2025,
111176,C-16-1,RBNE33,5A1,11/2026,PCS,120,306,,12/10/2025,
111177,C-16-2,WH402,BB,07/2027,PCS,132,"1,980",,12/10/2025,
111178,C-17-1,RBNE07,4F5,01/2029,PCS,120,24,,12/10/2025,
111179,C-17-1,RBNE07,5B2,03/2028,PCS,120,"1,144",,12/10/2025,
111180,C-17-2,TRFC162,BN503377,03/2028,PCS,,"7,128",,12/10/2025,
111181,C-18-1,RBNE03,4F2,03/2026,PCS,120,42,,12/10/2025,
111182,C-18-1,RBNE03,4K7,03/2026,PCS,120,216,,12/10/2025,
111183,C-18-2,TRFC162,BN503377,03/2028,PCS,,"4,740",,12/10/2025,
111184,C-19-1,RBNE02,4H6,03/2026,PCS,120,18,,12/10/2025,
111185,C-19-1,RBNE02,4K6,03/2026,PCS,120,180,,12/10/2025,
111186,C-20-1,RBNE05,4K8,05/2029,PCS,120,282,,12/10/2025,
111187,C-21-1,BN23,BB,09/2025,PCS,36,33,,12/10/2025,
111188,C-21-1,FBN11,22,09/2026,PCS,,252,,12/10/2025,
111189,C-21-1,NTK93,4210322393,10/2027,PCS,,60,,12/10/2025,
111190,C-21-2,TWH401,BE,07/2027,PCS,,879,,12/10/2025,
111191,C-21-2,TWH402,BB,07/2027,PCS,,913,,12/10/2025,
111192,C-21-2,TWH403,BC,07/2027,PCS,,897,,12/10/2025,
111193,C-21-2,TWH404,BD,07/2027,PCS,,863,,12/10/2025,
111194,C-22-1,BN22/V2,YT,11/2028,PCS,36,68,,12/10/2025,
111195,C-22-1,BN47,9L12,12/2024,PCS,144,17,,12/10/2025,
111196,C-22-1,BNB07,OC13,03/2025,PCS,120,18,,12/10/2025,
111197,C-22-1,NTK93,4210322393,10/2027,PCS,,54,,12/10/2025,
111198,C-22-1,NTK95,11301321294,01/2026,PCS,,3,,12/10/2025,
111199,C-23-1,BN25,46,05/2026,PCS,96,38,,12/10/2025,
111200,C-23-1,BN26,49,05/2026,PCS,104,77,,12/10/2025,
111201,C-23-1,BN27,39,10/2027,PCS,96,15,,12/10/2025,
111202,C-23-1,BN28,04,12/2025,PCS,196,56,,12/10/2025,
111203,C-23-1,BN45,80,11/2024,PCS,96,27,,12/10/2025,
111204,C-23-1,BN47,14,07/2024,PCS,144,1,,12/10/2025,
111205,C-23-1,BNB02,3C2,03/2028,PCS,8,29,,12/10/2025,
111206,C-23-1,BNB03,2L4,12/2027,PCS,8,21,,12/10/2025,
111207,C-23-1,BNB04,1D4,04/2026,PCS,8,7,,12/10/2025,
111208,C-23-1,BNB07,OC13,03/2025,PCS,8,24,,12/10/2025,
111209,C-23-1,BNL01,13210322310,10/2025,PCS,8,16,,12/10/2025,
111210,C-23-1,BNL03,30108523212,08/2026,PCS,8,9,,12/10/2025,
111211,C-24-1,FBN317,28509123321,09/2026,PCS,,"2,376",,12/10/2025,
111212,C-25-1,BN23,BB,09/2025,PCS,36,36,,12/10/2025,
111213,C-25-1,BN406/V2,36,01/2027,PCS,90,68,,12/10/2025,
111214,C-25-1,BN406,34,04/2028,PCS,90,11,,12/10/2025,
111215,C-25-1,BNL03,30108523212,08/2026,PCS,8,2,,12/10/2025,
111216,C-25-1,FBN101,34,01/2027,PCS,,18,,12/10/2025,
111217,C-25-1,FBN81,UI,03/2028,PCS,132,240,,12/10/2025,
111218,C-25-1,NS2325,17205624014,05/2027,PCS,9,8,,12/10/2025,
111219,C-25-1,TBN61,QF,10/2025,PCS,400,316,,12/10/2025,
111220,C-25-1,TBN72,YX,11/2026,PCS,400,448,,12/10/2025,
111221,C-25-1,TBN77,GP,02/2028,PCS,400,398,,12/10/2025,
111222,C-25-1,TBN87,VS,05/2026,PCS,400,136,,12/10/2025,
111223,C-26-1,FBN93,EU,11/2026,PCS,,"2,772",,12/10/2025,
111224,C-26-1,FBN93,EZ,11/2026,PCS,,"3,804",,12/10/2025,
111225,C-27-1,FBN316,13712124018,12/2027,PCS,12,484,,12/10/2025,
111226,C-28-1,FBN314,02211124520,11/2027,PCS,,93,,12/10/2025,
111227,C-28-1,FBN314,10201225421,01/2028,PCS,,"2,400",,12/10/2025,
111228,C-29-1,BN333,4D2,04/2027,PCS,12,858,,12/10/2025,
111229,C-30-1,BN334,4b7,02/2027,PCS,12,696,,12/10/2025,
111230,C-31-1,GD2109,2509242109,03/2026,PCS,15,44,,12/10/2025,
111231,C-31-2,FBN12,52,03/2028,PCS,,"1,362",,12/10/2025,
111232,C-32-1,GD2117,37,08/2027,PCS,96,57,,12/10/2025,
111233,C-32-1,GD2301,06409024416,09/2027,PCS,60,88,,12/10/2025,
111234,C-32-1,GD2401,209242401,05/2027,PCS,8,8,,12/10/2025,
111235,C-32-1,GD2406,1209242406,09/2027,PCS,12,24,,12/10/2025,
111236,C-32-1,GD2409,LK,11/2027,PCS,60,48,,12/10/2025,
111237,C-32-1,NMH2101,8403024440,03/2027,PCS,48,17,,12/10/2025,
111238,C-32-2,FBN12,52,03/2028,PCS,,"1,320",,12/10/2025,
111239,E-10-1,HOLDGD2108,1G10,07/2024,PCS,48,"1,311",,12/10/2025,
111240,E-10-2,BN305,OL3,12/2022,PCS,49,"1,450",HOLD/REJECT - PARTICLES FLOATING ON TOP,12/10/2025,
111241,E-10-2,RCFO01,9G4,07/2021,PCS,90,267,,12/10/2025,
111242,E-10-3,RCFO01,9G4,07/2021,PCS,90,"3,445",,12/10/2025,
111243,E-10-4,HOLDRC204,9D10,04/2022,PCS,112,"4,121",,12/10/2025,
111244,E-10-4,TBNHC2007C,09108121610,08/2024,PCS,16,27,,12/10/2025,
111245,E-10-5,RCHC2102HM,LF,12/2024,PCS,68,"1,903",,12/10/2025,
111246,E-10-6,TBNHC2004,LEE,12/2026,PCS,36,"1,050",,12/10/2025,
111247,E-11-1,HOLDCAA003,OK11,11/2023,PCS,27,"1,482",,12/10/2025,
111248,E-11-2,BN908,BL,10/2022,PCS,38,566,,12/10/2025,
111249,E-11-3,BN303,1A2,,PCS,81,"1,789",ON HOLD,12/10/2025,
111250,E-11-4,HOLDGD2111,04503221111,03/2024,PCS,48,"2,100",,12/10/2025,
111251,E-11-5,RC42,ID,07/2024,PCS,36,"1,008",,12/10/2025,
111252,E-11-6,TBN052,IA,06/2024,PCS,,"21,980",,12/10/2025,
111253,E-1-1,NS2044/V2,04411121344,11/2024,PCS,18,657,,12/10/2025,
111254,E-12-1,BN1822,QT,05/2022,PCS,58,7,,12/10/2025,
111255,E-12-1,BN1824,QV,05/2024,PCS,58,11,,12/10/2025,
111256,E-12-1,NMH2104,2330253042,02/2026,PCS,36,"1,322",HOLD - WRONG UNIT BOX,12/10/2025,
111257,E-12-2,HOLDBN23,BB,09/2025,PCS,80,896,,12/10/2025,
111258,E-12-3,TBNHL1802,220020188PG,02/2023,PCS,,500,,12/10/2025,
111259,E-12-4,CAA001,78,10/2023,PCS,117,"1,018",,12/10/2025,
111260,E-12-5,BNHC1905,20301320216,01/2025,PCS,8,856,,12/10/2025,
111261,E-12-6,BNHC2009,0I3,09/2023,PCS,18,504,,12/10/2025,
111262,E-1-2,BN211,02,06/2022,PCS,6,"2,238",,12/10/2025,
111263,E-1-6,TBNHC2002,LEE,12/2026,PCS,36,299,,12/10/2025,
111264,E-2-1,GD1909,DH,07/2022,PCS,44,781,HOLD,12/10/2025,
111265,E-2-1,HOLDGD1902,0209191902,08/2021,PCS,44,168,,12/10/2025,
111266,E-2-2,RC42,ID,07/2024,PCS,36,612,,12/10/2025,
111267,E-2-3,BN608,BP,10/2022,PCS,46,170,,12/10/2025,
111268,E-2-3,FBN45,08,12/2022,PCS,96,480,,12/10/2025,
111269,E-2-3,GD1907,DG,07/2022,PCS,44,44,,12/10/2025,
111270,E-2-3,RC2110,IN,01/2023,PCS,36,36,,12/10/2025,
111271,E-2-3,TBNHC2007S,21309320209,09/2025,PCS,14,84,,12/10/2025,
111272,E-2-3,TBNHC2020HO,1D3,04/2024,PCS,40,35,,12/10/2025,
111273,E-2-4,HOLDBN23,RQ,06/2024,PCS,24,"1,474",ON HOLD,12/10/2025,
111274,E-3-1,HOLDCAA003,OB1,02/2023,PCS,27,"1,329",ON HOLD,12/10/2025,
111275,E-3-2,BN402,08203221423,03/2026,PCS,60,11,,12/10/2025,
111276,E-3-2,BN402W,04305422148,05/2025,PCS,12,8,,12/10/2025,
111277,E-3-2,BN81,BD,09/2025,PCS,12,28,,12/10/2025,
111278,E-3-2,BN81,HL,06/2026,PCS,12,72,,12/10/2025,
111279,E-3-2,BN81,JG,09/2026,PCS,12,48,,12/10/2025,
111280,E-3-2,BN81,KT,10/2026,PCS,12,24,,12/10/2025,
111281,E-3-2,BN81,LP,01/2027,PCS,12,84,,12/10/2025,
111282,E-3-2,BN81,OC,06/2027,PCS,12,9,,12/10/2025,
111283,E-3-2,TBN2005GFC,98,05/2027,PCS,300,275,,12/10/2025,
111284,E-3-2,TBN2005HNC,97,05/2025,PCS,300,397,,12/10/2025,
111285,E-3-3,BN2304,0808232304,08/2026,PCS,12,6,,12/10/2025,
111286,E-3-3,BN2310,0009232316,08/2026,PCS,12,1,,12/10/2025,
111287,E-3-3,BN2318,090823318,08/2026,PCS,12,5,,12/10/2025,
111288,E-3-3,BN2320,2209232320,09/2026,PCS,12,6,,12/10/2025,
111289,E-3-3,BN2321,43,09/2026,PCS,12,2,,12/10/2025,
111290,E-3-3,BN2322,1909232322,09/2026,PCS,12,5,,12/10/2025,
111291,E-3-3,GD2305,2808232305,08/2026,PCS,12,7,,12/10/2025,
111292,E-3-3,NS2301,040932301,08/2026,PCS,12,3,,12/10/2025,
111293,E-3-3,NS2304,2908232304,08/2026,PCS,12,3,,12/10/2025,
111294,E-3-3,RC2301,1508232301,09/2026,PCS,12,5,,12/10/2025,
111295,E-3-3,RC2302,1108232302,08/2026,PCS,12,4,,12/10/2025,
111296,E-3-3,RC2309,46,09/2026,PCS,36,9,,12/10/2025,
111297,E-3-3,RC2311,2509232311,09/2026,PCS,12,9,,12/10/2025,
111298,E-3-3,RC2312,2809232312,09/2025,PCS,12,3,,12/10/2025,
111299,E-3-3,RC2313,44,09/2026,PCS,12,9,,12/10/2025,
111300,E-3-3,RC2314,46,09/2026,PCS,12,5,,12/10/2025,
111301,E-3-3,RC2316,2909232310,09/2026,PCS,12,9,,12/10/2025,
111302,E-3-3,RC2317,24092323217,09/2026,PCS,12,9,,12/10/2025,
111303,E-3-3,RC2321,56,09/2026,PCS,12,9,,12/10/2025,
111304,E-3-4,TBNHC2004,LEE,12/2026,PCS,36,"1,692",,12/10/2025,
111305,E-3-5,BN43,HW,04/2023,PCS,96,896,,12/10/2025,
111306,E-4-1,HOLDBN795,GV,02/2023,PCS,36,"1,142",ON HOLD,12/10/2025,
111307,E-4-2,TBN402W,13202423248,02/2026,PCS,60,"3,299",,12/10/2025,
111308,E-4-3,BN05/V3,69,02/2023,PCS,35,52,,12/10/2025,
111309,E-4-3,BN08/V3,51,07/2024,PCS,216,120,,12/10/2025,
111310,E-4-3,BN22,RL,05/2024,PCS,36,8,,12/10/2025,
111311,E-4-3,BN27,12,01/2026,PCS,96,43,,12/10/2025,
111312,E-4-3,CPM3,3010193,03/2024,PCS,24,22,,12/10/2025,
111313,E-4-3,FBN12,35,09/2027,PCS,,24,,12/10/2025,
111314,E-4-3,MH225,WT,02/2025,PCS,36,10,,12/10/2025,
111315,E-4-3,MH45AA,03403420046,03/2025,PCS,75,75,,12/10/2025,
111316,E-4-3,NS03AA,27202220450,02/2025,PCS,75,28,,12/10/2025,
111317,E-4-3,NS108,04412419008,12/2024,PCS,45,38,,12/10/2025,
111318,E-4-3,NS31AA,10812019001,12/2024,PCS,75,36,,12/10/2025,
111319,E-4-3,TBN2131BO/V2,2F19,06/2025,PCS,272,209,,12/10/2025,
111320,E-4-3,TBN2131PM/V2,2H7,08/2024,PCS,45,40,,12/10/2025,
111321,E-4-3,TGD2202,05,06/2025,PCS,,279,,12/10/2025,
111322,E-4-4,TNS05,0C8,03/2025,PCS,150,353,,12/10/2025,
111323,E-4-4,TNS2043/v2,31303521043,03/2024,PCS,36,13,,12/10/2025,
111324,E-4-5,HOLDCAA003,Ok11,11/2023,PCS,27,"1,482",,12/10/2025,
111325,E-4-6,BNHL02S,222022184MC,02/2023,PCS,30,894,,12/10/2025,
111326,E-5-1,EXPTBNHC06,IG8,07/2023,PCS,154,26,,12/10/2025,
111327,E-5-1,HOLDBN795,GU,03/2023,PCS,36,388,ON HOLD,12/10/2025,
111328,E-5-1,RBNE09,1J4,04/2023,PCS,120,683,,12/10/2025,
111329,E-5-1,TBN61,HZ,06/2023,PCS,400,122,,12/10/2025,
111330,E-5-1,TBN93,HH,05/2023,PCS,400,"1,091",,12/10/2025,
111331,E-5-1,TRC2001,AM,08/2023,PCS,400,693,,12/10/2025,
111332,E-5-2,TNTK93,04210322393,10/2027,PCS,180,769,,12/10/2025,
111333,E-5-4,NB026-1,21311319201,11/2024,PCS,144,"4,032",,12/10/2025,
111334,E-5-5,TBNE01,2C2,05/2024,PCS,168,708,,12/10/2025,
111335,E-5-5,TBNE02,2E6,03/2024,PCS,168,61,,12/10/2025,
111336,E-5-5,TBNE09,2B2,04/2023,PCS,168,"2,016",,12/10/2025,
111337,E-5-5,TBNE10,2C3,09/2023,PCS,168,808,,12/10/2025,
111338,E-5-5,TBNE19,OH2,08/2022,PCS,168,931,,12/10/2025,
111339,E-5-5,TRCE01,2C2,10/2023,PCS,,773,,12/10/2025,
111340,E-5-5,TRCE05,9K3,10/2023,PCS,168,763,,12/10/2025,
111341,E-5-5,TRCE10,2C3,09/2023,PCS,,500,,12/10/2025,
111342,E-5-6,RC42,ID,07/2024,PCS,36,"1,008",,12/10/2025,
111343,E-6-1,BN52,G2,01/2023,PCS,12,24,,12/10/2025,
111344,E-6-1,RCHC08,07104322408,04/2027,PCS,16,245,,12/10/2025,
111345,E-6-1,TBN09,BX,06/2026,PCS,400,175,,12/10/2025,
111346,E-6-1,TBNHC2005H,HK,06/2024,PCS,56,17,,12/10/2025,
111347,E-6-2,HOLDTBN402,06107121623,07/2026,PCS,60,"2,400",HOLD,12/10/2025,
111348,E-6-3,BN895,RX,06/2021,PCS,44,"1,251",,12/10/2025,
111349,E-6-4,TRC2205PM,2H2,08/2024,PCS,45,487,,12/10/2025,
111350,E-6-5,TBNHC2007H,62,08/2026,PCS,56,"1,925",,12/10/2025,
111351,E-6-6,RC42,ID,07/2024,PCS,36,"1,008",,12/10/2025,
111352,E-7-1,HOLDTGD2109MT,1B18,06/2024,PCS,120,"8,873",,12/10/2025,
111353,E-7-2,BN210,PQ,04/2021,PCS,6,"1,974",,12/10/2025,
111354,E-7-3,TBN303,1A2,01/2024,PCS,36,"4,194",,12/10/2025,
111355,E-7-4,TBNHC2006C,10603221032,03/2024,PCS,16,699,HOLD INCORRECT BOTTLE,12/10/2025,
111356,E-7-5,HOLDBNB04,1D4,04/2026,PCS,8,"1,440",ON HOLD,12/10/2025,
111357,E-7-6,HOLDCAA002,AZ,03/2023,PCS,144,"6,624",ON HOLD,12/10/2025,
111358,E-8-1,TBNHC2014C,23202322334,02/2025,PCS,16,"1,038",,12/10/2025,
111359,E-8-2,BB1819,17301320204,01/2022,PCS,16,"1,300",,12/10/2025,
111360,E-8-3,FBN305,28706119005,05/2021,PCS,30,586,,12/10/2025,
111361,E-8-4,BNB04,1D4,04/2026,PCS,8,777,,12/10/2025,
111362,E-8-4,TGD2107,30106621107,06/2024,PCS,36,108,,12/10/2025,
111363,E-8-5,BN24,SQ,07/2024,PCS,49,"2,695",,12/10/2025,
111364,E-8-6,BN545,FJ,01/2023,PCS,36,"1,343",,12/10/2025,
111365,E-9-1,RCHC2101HM,LD,11/2024,PCS,68,"1,904",,12/10/2025,
111366,E-9-2,BB1811,17707119002,07/2021,PCS,6,738,,12/10/2025,
111367,E-9-2,TBN91,QL,05/2021,PCS,400,234,,12/10/2025,
111368,E-9-3,RCFO04,9J7,10/2021,PCS,90,"2,613",,12/10/2025,
111369,E-9-4,BNHW16,23306116416,06/2021,PCS,,383,,12/10/2025,
111370,E-9-5,TBNHC2013,LG,12/2024,PCS,36,"1,026",,12/10/2025,
111371,E-9-6,RCHC2101HM,LD,11/2024,PCS,68,"1,904",,12/10/2025,
111372,F-10-1,TBNHC2019HO,2A2,01/2024,PCS,40,"4,813",,12/10/2025,
111373,F-10-2,FBNHC16,04303319216,03/2024,PCS,3,600,,12/10/2025,
111374,F-10-3,BNHC2003,30211220434,11/2023,PCS,18,386,,12/10/2025,
111375,F-10-4,BNHC2003,30211220434,11/2023,PCS,18,504,,12/10/2025,
111376,F-10-5,PL206,9G20,07/2021,PCS,18,"1,911",ON HOLD,12/10/2025,
111377,F-10-6,NS2028,CT,01/2024,PCS,36,45,,12/10/2025,
111378,F-10-6,TNDL62PF,11212219462,12/2024,PCS,125,523,,12/10/2025,
111379,F-10-6,TNMH34/V2,02109121640,09/2024,PCS,90,120,,12/10/2025,
111380,F-10-6,TNMH35,02202221435,02/2026,PCS,20,20,,12/10/2025,
111381,F-10-6,TNS1901EC,AD,09/2024,PCS,350,99,,12/10/2025,
111382,F-10-6,TNS2101MH,03309221309,09/2024,PCS,336,63,,12/10/2025,
111383,F-11-1,RBNE33,3E9,11/2024,PCS,120,714,,12/10/2025,
111384,F-11-2,HOLDWBN93,NG,10/2024,PCS,132,"5,280",,12/10/2025,
111385,F-11-3,BNHC1906,04603120117,03/2023,PCS,8,"1,215",,12/10/2025,
111386,F-11-4,BNHC1906,17502320017,02/2023,PCS,8,"1,045",,12/10/2025,
111387,F-11-5,TGD2109CC,CG,07/2024,PCS,400,"1,724",ON HOLD,12/10/2025,
111388,F-11-5,TGD2109MM,22,03/2024,PCS,400,222,,12/10/2025,
111389,F-11-5,TGD2109MM,CB,06/2024,PCS,400,"1,627",,12/10/2025,
111390,F-11-6,BN795,GH,02/2023,PCS,16,16,,12/10/2025,
111391,F-11-6,BN798,HT,04/2023,PCS,6,6,,12/10/2025,
111392,F-11-6,FBN45,08,12/2022,PCS,72,72,,12/10/2025,
111393,F-11-6,NS11,YU,03/2023,PCS,256,512,,12/10/2025,
111394,F-11-6,NT02,2710911962A,09/2024,PCS,72,23,,12/10/2025,
111395,F-11-6,TBNHL04S,02408417004,08/2022,PCS,48,487,,12/10/2025,
111396,F-1-1,CAA001,78,10/2023,PCS,48,"3,276",,12/10/2025,
111397,F-12-1,CAA001,78,10/2023,PCS,48,"3,323",,12/10/2025,
111398,F-12-3,NB026-1,12706119001,11/2024,PCS,144,"4,026",,12/10/2025,
111399,F-12-4,FBN62,MU,02/2025,PCS,132,"5,340",,12/10/2025,
111400,F-12-6,BN545,FD,01/2023,PCS,46,836,,12/10/2025,
111401,F-1-2,FBN53,IJ,05/2023,PCS,132,"6,060",,12/10/2025,
111402,F-1-3,HOLDRC402,4305422148,05/2025,PCS,60,"1,735",ON HOLD,12/10/2025,
111403,F-1-5,TBNHL1803,233023182CO,02/2023,PCS,,501,,12/10/2025,
111404,F-1-5,TRCHL1801,193023182PM,02/2023,PCS,178,178,,12/10/2025,
111405,F-2-1,HOLDCCC150,87,01/2023,PCS,36,"1,650",ON HOLD,12/10/2025,
111406,F-2-2,BNHC1802,1110119617,10/2022,PCS,16,32,,12/10/2025,
111407,F-2-2,BNHC2004,2110202004,10/2022,PCS,8,320,,12/10/2025,
111408,F-2-3,FBN54,FD,01/2023,PCS,132,"2,244",expired,12/10/2025,
111409,F-2-5,TBNHC2007C,09108121610,08/2024,PCS,16,529,HOLD  / UNDERWEIGHT,12/10/2025,
111410,F-2-6,BN91,ZL,01/2027,PCS,12,"12,420",,12/10/2025,
111411,F-3-1,CAA001,BB,09/2022,PCS,48,242,,12/10/2025,
111412,F-3-1,GD1908,DK,07/2022,PCS,44,924,,12/10/2025,
111413,F-3-2,TBN2216DM,48,01/2027,PCS,255,"1,567",,12/10/2025,
111414,F-3-3,PF01,MD,10/2023,PCS,,"1,800",,12/10/2025,
111415,F-3-5,JS1803,81,03/2026,PCS,24,19,,12/10/2025,
111416,F-3-5,TBN2005DFM,26,03/2026,PCS,,26,,12/10/2025,
111417,F-3-5,TG61,111121119661,12/2024,PCS,120,46,,12/10/2025,
111418,F-3-5,TNMH2101,25101622140,01/2025,PCS,90,79,,12/10/2025,
111419,F-3-5,TNS2101C,03209221410,09/2024,PCS,336,291,,12/10/2025,
111420,F-3-5,TNS2101MH,03309221309,09/2024,PCS,336,39,,12/10/2025,
111421,F-3-5,TNS2101VE,0381901007,09/2024,PCS,,35,,12/10/2025,
111422,F-3-6,BN91,ZL,01/2027,PCS,12,"12,420",,12/10/2025,
111423,F-4-1,BNCCWR204,2082016,07/2021,PCS,,8,,12/10/2025,
111424,F-4-1,GOFC100,109200,11/2022,PCS,84,66,,12/10/2025,
111425,F-4-1,SNS10/50g,GF,03/2021,PCS,11,158,,12/10/2025,
111426,F-4-1,TBN190927,UJ,08/2021,PCS,,"2,000",,12/10/2025,
111427,F-4-1,TBN1938HW,20708119016,08/2021,PCS,,48,,12/10/2025,
111428,F-4-1,TBN1940HW,20308319216,08/2021,PCS,,424,,12/10/2025,
111429,F-4-1,TG62,16403420062,03/2022,PCS,90,360,,12/10/2025,
111430,F-4-1,TG62,6204217462,05/2022,PCS,90,79,,12/10/2025,
111431,F-4-2,TNS2043/V2,29,03/2024,PCS,36,"1,580",,12/10/2025,
111432,F-4-4,BNHC2009,0I3,09/2023,PCS,18,503,,12/10/2025,
111433,F-4-5,FBN81,UI,03/2028,PCS,132,"3,912",,12/10/2025,
111434,F-4-6,TBNHC2013,LG,12/2024,PCS,36,"1,978",,12/10/2025,
111435,F-5-1,CAA003,OB1,02/2023,PCS,27,"1,161",ON HOLD,12/10/2025,
111436,F-5-2,BN723,KO,06/2023,PCS,,255,,12/10/2025,
111437,F-5-4,FBN303,9K1,11/2024,PCS,3,840,ON HOLD,12/10/2025,
111438,F-5-5,BN08,01,05/2023,PCS,120,120,,12/10/2025,
111439,F-5-5,BN54,FJ,01/2023,PCS,144,144,,12/10/2025,
111440,F-5-5,CAA002,AZ,03/2023,PCS,144,144,,12/10/2025,
111441,F-5-5,CCC150,21,07/2023,PCS,11,11,,12/10/2025,
111442,F-5-5,CP603,25006018818,06/2023,PCS,24,24,,12/10/2025,
